dir,status,volume_returncode,relax_returncode,static_returncode,energy_source,energy_eV,free_energy_TOTEN_eV,lattice_type,atoms_per_cubic_cell,natoms,volume_A3,a_lattice_A,a_bcc_A,cell_a_A,cell_b_A,cell_c_A,relax_converged,note,structure_root,case_dir
Ir4Rh12,OK,0,0,0,static_OUTCAR,-116.0538250600,-116.0610703700,bcc,2.0,16,233.31768142,3.07812242,3.07812242,6.15624484,6.15624484,6.15624484,yes,CLEANED:0,BCC_SQS,Ir4Rh12
Ir4Ru12,OK,0,0,0,static_OUTCAR,-140.9578209700,-140.9561515000,bcc,2.0,16,230.93626088,3.06761402,3.06761402,6.13522804,6.13522804,6.13522804,yes,CLEANED:0,BCC_SQS,Ir4Ru12
Ir4Sc12,OK,0,0,0,static_OUTCAR,-116.4532431900,-116.4523128000,bcc,2.0,16,313.58199469,3.39693349,3.39693349,6.79386698,6.79386698,6.79386698,yes,CLEANED:0,BCC_SQS,Ir4Sc12
Ir4Si12,OK,0,0,0,static_OUTCAR,-99.1230174100,-99.1222118200,bcc,2.0,16,230.33526575,3.06495063,3.06495063,6.12990126,6.12990126,6.12990126,yes,CLEANED:0,BCC_SQS,Ir4Si12
Ir4Sn12,OK,0,0,0,static_OUTCAR,-80.0097281300,-80.0132574800,bcc,2.0,16,356.32277298,3.54474118,3.54474118,7.08948236,7.08948236,7.08948236,yes,CLEANED:0,BCC_SQS,Ir4Sn12
Ir4Ta12,OK,0,0,0,static_OUTCAR,-181.9370603800,-181.9366369900,bcc,2.0,16,274.66375383,3.25015287,3.25015287,6.50030574,6.50030574,6.50030574,yes,CLEANED:0,BCC_SQS,Ir4Ta12
Ir4Tb12,OK,0,0,0,static_OUTCAR,-94.0994555900,-94.0989375700,bcc,2.0,16,389.05964273,3.65013336,3.65013336,7.30026672,7.30026672,7.30026672,yes,CLEANED:0,BCC_SQS,Ir4Tb12
Ir4Ti12,OK,0,0,0,static_OUTCAR,-136.0911546700,-136.0903208200,bcc,2.0,16,251.24240904,3.15501180,3.15501180,6.31002359,6.31002359,6.31002359,yes,CLEANED:0,BCC_SQS,Ir4Ti12
Ir4V12,OK,0,0,0,static_OUTCAR,-148.8673406300,-148.8681443700,bcc,2.0,16,218.62218667,3.01209096,3.01209096,6.02418191,6.02418191,6.02418191,yes,CLEANED:0,BCC_SQS,Ir4V12
Ir4W12,OK,0,0,0,static_OUTCAR,-189.1196324300,-189.1200288500,bcc,2.0,16,254.10822432,3.16696243,3.16696243,6.33392486,6.33392486,6.33392486,yes,CLEANED:0,BCC_SQS,Ir4W12
Ir4Y12,OK,0,0,0,static_OUTCAR,-116.8330581500,-116.8328109600,bcc,2.0,16,391.79032163,3.65865315,3.65865315,7.31730629,7.31730629,7.31730629,yes,CLEANED:0,BCC_SQS,Ir4Y12
Ir4Zn12,OK,0,0,0,static_OUTCAR,-49.7832018100,-49.7838510000,bcc,2.0,16,230.82144542,3.06710556,3.06710556,6.13421112,6.13421112,6.13421112,yes,CLEANED:0,BCC_SQS,Ir4Zn12
Ir4Zr12,OK,0,0,0,static_OUTCAR,-143.3173584400,-143.3182067300,bcc,2.0,16,314.92098889,3.40176159,3.40176159,6.80352318,6.80352318,6.80352318,yes,CLEANED:0,BCC_SQS,Ir4Zr12
Ir8Ir8,OK,0,0,0,static_OUTCAR,-131.2862290700,-131.3121084100,bcc,2.0,16,241.30999729,3.11287568,3.11287568,6.22575135,6.22575135,6.22575135,yes,CLEANED:0,BCC_SQS,Ir8Ir8
Ir8La8,OK,0,0,0,static_OUTCAR,-113.0106682700,-113.0097229200,bcc,2.0,16,415.40000001,3.73071582,3.73071582,7.46143163,7.46143163,7.46143163,no,CLEANED:0,BCC_SQS,Ir8La8
Ir8Mg8,OK,0,0,0,static_OUTCAR,-84.7954005600,-84.7952121400,bcc,2.0,16,249.69096489,3.14850422,3.14850422,6.29700845,6.29700845,6.29700845,yes,CLEANED:0,BCC_SQS,Ir8Mg8
Ir8Mn8,OK,0,0,0,static_OUTCAR,-141.4637692900,-141.4642830900,bcc,2.0,16,227.30115053,3.05143331,3.05143331,6.10286661,6.10286661,6.10286661,yes,CLEANED:0,BCC_SQS,Ir8Mn8
Ir8Mo8,OK,0,0,0,static_OUTCAR,-158.0459328400,-158.0455695900,bcc,2.0,16,245.92390874,3.13259023,3.13259023,6.26518045,6.26518045,6.26518045,yes,CLEANED:0,BCC_SQS,Ir8Mo8
Ir8Nb8,OK,0,0,0,static_OUTCAR,-154.9221173500,-154.9238095300,bcc,2.0,16,263.32357380,3.20479252,3.20479252,6.40958503,6.40958503,6.40958503,yes,CLEANED:0,BCC_SQS,Ir8Nb8
Ir8Ni8,OK,0,0,0,static_OUTCAR,-112.2882402200,-112.2884172600,bcc,2.0,16,210.28126626,2.97328723,2.97328723,5.94657446,5.94657446,5.94657446,yes,CLEANED:0,BCC_SQS,Ir8Ni8
Ir8Os8,OK,0,0,0,static_OUTCAR,-156.2851569200,-156.2837858700,bcc,2.0,16,239.13650925,3.10350155,3.10350155,6.20700309,6.20700309,6.20700309,yes,CLEANED:0,BCC_SQS,Ir8Os8
Ir8Pd8,OK,0,0,0,static_OUTCAR,-108.6647477200,-108.6635217700,bcc,2.0,16,241.14871921,3.11218203,3.11218203,6.22436406,6.22436406,6.22436406,yes,CLEANED:0,BCC_SQS,Ir8Pd8
Ir8Pt8,OK,0,0,0,static_OUTCAR,-115.7429586400,-115.7437943300,bcc,2.0,16,246.65270468,3.13568165,3.13568165,6.27136331,6.27136331,6.27136331,yes,CLEANED:0,BCC_SQS,Ir8Pt8
Ir8Re8,OK,0,0,0,static_OUTCAR,-169.0265964600,-169.0264707100,bcc,2.0,16,241.85742767,3.11522783,3.11522783,6.23045566,6.23045566,6.23045566,yes,CLEANED:0,BCC_SQS,Ir8Re8
Ir8Rh8,OK,0,0,0,static_OUTCAR,-125.3971561200,-125.3963389300,bcc,2.0,16,235.70084876,3.08856719,3.08856719,6.17713437,6.17713437,6.17713437,yes,CLEANED:0,BCC_SQS,Ir8Rh8
Ir8Ru8,OK,0,0,0,static_OUTCAR,-141.4563883300,-141.4568541800,bcc,2.0,16,234.29778445,3.08242651,3.08242651,6.16485303,6.16485303,6.16485303,yes,CLEANED:0,BCC_SQS,Ir8Ru8
Ir8Sc8,OK,0,0,0,static_OUTCAR,-128.8286949700,-128.8288049000,bcc,2.0,16,271.07314723,3.23592790,3.23592790,6.47185581,6.47185581,6.47185581,yes,CLEANED:0,BCC_SQS,Ir8Sc8
Ir8Si8,OK,0,0,0,static_OUTCAR,-116.8798054800,-116.8800144900,bcc,2.0,16,228.75173486,3.05791073,3.05791073,6.11582146,6.11582146,6.11582146,yes,CLEANED:0,BCC_SQS,Ir8Si8
Ir8Sn8,OK,0,0,0,static_OUTCAR,-97.5305694600,-97.5302724400,bcc,2.0,16,296.90588654,3.33561773,3.33561773,6.67123546,6.67123546,6.67123546,no,CLEANED:0,BCC_SQS,Ir8Sn8
Ir8Ta8,OK,0,0,0,static_OUTCAR,-169.6092753000,-169.6111532900,bcc,2.0,16,262.45459774,3.20126333,3.20126333,6.40252665,6.40252665,6.40252665,yes,CLEANED:0,BCC_SQS,Ir8Ta8
Ir8Tb8,OK,0,0,0,static_OUTCAR,-111.6583401900,-111.6581015600,bcc,2.0,16,317.18194733,3.40988311,3.40988311,6.81976621,6.81976621,6.81976621,yes,CLEANED:0,BCC_SQS,Ir8Tb8
Ir8Ti8,OK,0,0,0,static_OUTCAR,-141.8764723100,-141.8763224100,bcc,2.0,16,243.16620261,3.12083692,3.12083692,6.24167384,6.24167384,6.24167384,yes,CLEANED:0,BCC_SQS,Ir8Ti8
Ir8V8,OK,0,0,0,static_OUTCAR,-147.2244694100,-147.2227096600,bcc,2.0,16,226.67182953,3.04861457,3.04861457,6.09722914,6.09722914,6.09722914,yes,CLEANED:0,BCC_SQS,Ir8V8
Ir8W8,OK,0,0,0,static_OUTCAR,-173.5670122500,-173.5656767100,bcc,2.0,16,249.48988336,3.14765881,3.14765881,6.29531762,6.29531762,6.29531762,yes,CLEANED:0,BCC_SQS,Ir8W8
Ir8Y8,OK,0,0,0,static_OUTCAR,-126.7431083100,-126.7430955500,bcc,2.0,16,315.59660265,3.40419250,3.40419250,6.80838500,6.80838500,6.80838500,yes,CLEANED:0,BCC_SQS,Ir8Y8
Ir8Zn8,OK,0,0,0,static_OUTCAR,-79.6864363800,-79.6856608400,bcc,2.0,16,231.55766513,3.07036301,3.07036301,6.14072601,6.14072601,6.14072601,yes,CLEANED:0,BCC_SQS,Ir8Zn8
Ir8Zr8,OK,0,0,0,static_OUTCAR,-145.6219535000,-145.6212776200,bcc,2.0,16,283.95259580,3.28638635,3.28638635,6.57277271,6.57277271,6.57277271,yes,CLEANED:0,BCC_SQS,Ir8Zr8
La12Mg4,OK,0,0,0,static_OUTCAR,-64.2877712000,-64.2880886600,bcc,2.0,16,544.26692447,4.08232257,4.08232257,8.16464515,8.16464515,8.16464515,yes,CLEANED:0,BCC_SQS,La12Mg4
La12Mo4,OK,0,0,0,static_OUTCAR,-96.7841684900,-96.7831289200,bcc,2.0,16,436.46059426,3.79272788,3.79272788,7.58545576,7.58545576,7.58545576,yes,CLEANED:0,BCC_SQS,La12Mo4
La12Nb4,OK,0,0,0,static_OUTCAR,-94.8240042500,-94.8243946900,bcc,2.0,16,466.85776699,3.87880727,3.87880727,7.75761453,7.75761453,7.75761453,yes,CLEANED:0,BCC_SQS,La12Nb4
La12Ni4,CHECK,1,0,0,static_OUTCAR,-29.7240206300,-29.7248520900,bcc,2.0,16,494.85600001,3.95484637,3.95484637,7.90969274,7.90969274,7.90969274,yes,CLEANED:0;VOLUME_NONZERO,BCC_SQS,La12Ni4
La12Os4,OK,0,0,0,static_OUTCAR,-99.7907141200,-99.7911636400,bcc,2.0,16,410.78006829,3.71683366,3.71683366,7.43366732,7.43366732,7.43366732,yes,CLEANED:0,BCC_SQS,La12Os4
La12Pb4,OK,0,0,0,static_OUTCAR,-75.8227613100,-75.8229444000,bcc,2.0,16,545.82204749,4.08620699,4.08620699,8.17241398,8.17241398,8.17241398,yes,CLEANED:0,BCC_SQS,La12Pb4
La12Pd4,OK,0,0,0,static_OUTCAR,-83.4444085200,-83.4451924000,bcc,2.0,16,457.87726218,3.85377507,3.85377507,7.70755015,7.70755015,7.70755015,yes,CLEANED:0,BCC_SQS,La12Pd4
La12Pt4,OK,0,0,0,static_OUTCAR,-89.2155974100,-89.2173842100,bcc,2.0,16,439.15556866,3.80051808,3.80051808,7.60103615,7.60103615,7.60103615,yes,CLEANED:0,BCC_SQS,La12Pt4
La12Re4,OK,0,0,0,static_OUTCAR,-102.7007049800,-102.7021343600,bcc,2.0,16,415.45929082,3.73089331,3.73089331,7.46178661,7.46178661,7.46178661,yes,CLEANED:0,BCC_SQS,La12Re4
La12Rh4,OK,0,0,0,static_OUTCAR,-90.4689762900,-90.4703074600,bcc,2.0,16,431.12238819,3.77720187,3.77720187,7.55440375,7.55440375,7.55440375,yes,CLEANED:0,BCC_SQS,La12Rh4
La12Ru4,OK,0,0,0,static_OUTCAR,-94.0216970600,-94.0207602600,bcc,2.0,16,420.25147180,3.74518336,3.74518336,7.49036672,7.49036672,7.49036672,yes,CLEANED:0,BCC_SQS,La12Ru4
La12Sc4,OK,0,0,0,static_OUTCAR,-81.7866859200,-81.7880353500,bcc,2.0,16,544.47666592,4.08284690,4.08284690,8.16569380,8.16569380,8.16569380,yes,CLEANED:0,BCC_SQS,La12Sc4
La12Si4,OK,0,0,0,static_OUTCAR,-83.5099168700,-83.5108338200,bcc,2.0,16,473.60692076,3.89740930,3.89740930,7.79481861,7.79481861,7.79481861,yes,CLEANED:0,BCC_SQS,La12Si4
La12Sn4,OK,0,0,0,static_OUTCAR,-78.1850487300,-78.1859104300,bcc,2.0,16,526.58667662,4.03763100,4.03763100,8.07526201,8.07526201,8.07526201,yes,CLEANED:0,BCC_SQS,La12Sn4
La12Ta4,OK,0,0,0,static_OUTCAR,-100.6940645200,-100.6921115100,bcc,2.0,16,462.92460902,3.86788388,3.86788388,7.73576776,7.73576776,7.73576776,yes,CLEANED:0,BCC_SQS,La12Ta4
La12Tb4,OK,0,0,0,static_OUTCAR,-75.0332854700,-75.0353127100,bcc,2.0,16,582.98002163,4.17690465,4.17690465,8.35380931,8.35380931,8.35380931,yes,CLEANED:0,BCC_SQS,La12Tb4
La12W4,OK,0,0,0,static_OUTCAR,-103.4565495500,-103.4560683800,bcc,2.0,16,431.89661628,3.77946161,3.77946161,7.55892322,7.55892322,7.55892322,yes,CLEANED:0,BCC_SQS,La12W4
La12Y4,OK,0,0,0,static_OUTCAR,-82.4887358800,-82.4899173700,bcc,2.0,16,584.29949307,4.18005351,4.18005351,8.36010701,8.36010701,8.36010701,yes,CLEANED:0,BCC_SQS,La12Y4
La12Zn4,OK,0,0,0,static_OUTCAR,-63.9485087400,-63.9523486400,bcc,2.0,16,499.98508890,3.96846318,3.96846318,7.93692636,7.93692636,7.93692636,yes,CLEANED:0,BCC_SQS,La12Zn4
La12Zr4,OK,0,0,0,static_OUTCAR,-90.1339888100,-90.1340880700,bcc,2.0,16,515.12704919,4.00812683,4.00812683,8.01625367,8.01625367,8.01625367,yes,CLEANED:0,BCC_SQS,La12Zr4
La4Mg12,OK,0,0,0,static_OUTCAR,-37.7728062200,-37.7728986700,bcc,2.0,16,437.12757904,3.79465887,3.79465887,7.58931774,7.58931774,7.58931774,yes,CLEANED:0,BCC_SQS,La4Mg12
La4Mn12,OK,0,0,0,static_OUTCAR,-119.1865295300,-119.1870759600,bcc,2.0,16,301.98018954,3.35451307,3.35451307,6.70902615,6.70902615,6.70902615,yes,CLEANED:0,BCC_SQS,La4Mn12
La4Mo12,OK,0,0,0,static_OUTCAR,-142.7068806900,-142.7040743200,bcc,2.0,16,290.76704628,3.31246831,3.31246831,6.62493663,6.62493663,6.62493663,yes,CLEANED:0,BCC_SQS,La4Mo12
La4Nb12,OK,0,0,0,static_OUTCAR,-135.2505925600,-135.2499659600,bcc,2.0,16,330.21487296,3.45596138,3.45596138,6.91192277,6.91192277,6.91192277,yes,CLEANED:0,BCC_SQS,La4Nb12
La4Ni12,OK,0,0,0,static_OUTCAR,-84.5949457100,-84.5966880900,bcc,2.0,16,250.39843327,3.15147505,3.15147505,6.30295010,6.30295010,6.30295010,yes,CLEANED:0,BCC_SQS,La4Ni12
La4Os12,OK,0,0,0,static_OUTCAR,-143.8987804800,-143.8989216800,bcc,2.0,16,281.32752091,3.27622770,3.27622770,6.55245539,6.55245539,6.55245539,yes,CLEANED:0,BCC_SQS,La4Os12
La4Pb12,OK,0,0,0,static_OUTCAR,-65.4371637000,-65.4353223800,bcc,2.0,16,510.80913421,3.99689638,3.99689638,7.99379276,7.99379276,7.99379276,yes,CLEANED:0,BCC_SQS,La4Pb12
La4Pd12,OK,0,0,0,static_OUTCAR,-89.4824727000,-89.4831792900,bcc,2.0,16,335.95600000,3.47587491,3.47587491,6.95174981,6.95174981,6.95174981,yes,CLEANED:0,BCC_SQS,La4Pd12
La4Pt12,OK,0,0,0,static_OUTCAR,-100.3611179600,-100.3617565400,bcc,2.0,16,305.89697918,3.36895389,3.36895389,6.73790778,6.73790778,6.73790778,yes,CLEANED:0,BCC_SQS,La4Pt12
La4Re12,OK,0,0,0,static_OUTCAR,-158.5165233300,-158.5169619600,bcc,2.0,16,282.78231653,3.28186531,3.28186531,6.56373062,6.56373062,6.56373062,yes,CLEANED:0,BCC_SQS,La4Re12
La4Rh12,OK,0,0,0,static_OUTCAR,-107.8895115900,-107.8902010100,bcc,2.0,16,282.29042082,3.27996129,3.27996129,6.55992258,6.55992258,6.55992258,yes,CLEANED:0,BCC_SQS,La4Rh12
La4Ru12,OK,0,0,0,static_OUTCAR,-123.9259969800,-123.9247886100,bcc,2.0,16,275.48422559,3.25338592,3.25338592,6.50677184,6.50677184,6.50677184,yes,CLEANED:0,BCC_SQS,La4Ru12
La4Sc12,OK,0,0,0,static_OUTCAR,-92.8057029400,-92.8031936900,bcc,2.0,16,443.94357578,3.81428022,3.81428022,7.62856045,7.62856045,7.62856045,yes,CLEANED:0,BCC_SQS,La4Sc12
La4Si12,OK,0,0,0,static_OUTCAR,-85.9645535100,-85.9655131400,bcc,2.0,16,320.95992096,3.42336815,3.42336815,6.84673630,6.84673630,6.84673630,yes,CLEANED:0,BCC_SQS,La4Si12
La4Sn12,OK,0,0,0,static_OUTCAR,-70.4284613500,-70.4276333200,bcc,2.0,16,460.92503183,3.86230680,3.86230680,7.72461361,7.72461361,7.72461361,yes,CLEANED:0,BCC_SQS,La4Sn12
La4Ta12,OK,0,0,0,static_OUTCAR,-154.6005930800,-154.6000777000,bcc,2.0,16,329.24134079,3.45256178,3.45256178,6.90512355,6.90512355,6.90512355,yes,CLEANED:0,BCC_SQS,La4Ta12
La4Tb12,OK,0,0,0,static_OUTCAR,-72.7917679200,-72.7911450700,bcc,2.0,16,540.77536401,4.07357425,4.07357425,8.14714851,8.14714851,8.14714851,yes,CLEANED:0,BCC_SQS,La4Tb12
La4Ti12,OK,0,0,0,static_OUTCAR,-108.9367801900,-108.9354885400,bcc,2.0,16,329.89875461,3.45485822,3.45485822,6.90971644,6.90971644,6.90971644,yes,CLEANED:0,BCC_SQS,La4Ti12
La4V12,OK,0,0,0,static_OUTCAR,-119.9653250300,-119.9654203200,bcc,2.0,16,309.66400006,3.38272670,3.38272670,6.76545339,6.76545339,6.76545339,yes,CLEANED:0,BCC_SQS,La4V12
La4W12,OK,0,0,0,static_OUTCAR,-164.6739261400,-164.6727461000,bcc,2.0,16,294.50166188,3.32658982,3.32658982,6.65317964,6.65317964,6.65317964,yes,CLEANED:0,BCC_SQS,La4W12
La4Zn12,OK,0,0,0,static_OUTCAR,-34.6445139400,-34.6454760700,bcc,2.0,16,345.88560042,3.50978757,3.50978757,7.01957514,7.01957514,7.01957514,yes,CLEANED:0,BCC_SQS,La4Zn12
La4Zr12,OK,0,0,0,static_OUTCAR,-118.8413047600,-118.8411056700,bcc,2.0,16,401.00516614,3.68711480,3.68711480,7.37422961,7.37422961,7.37422961,no,CLEANED:0,BCC_SQS,La4Zr12
La8La8,OK,0,0,0,static_OUTCAR,-76.0264777100,-76.0443944500,bcc,2.0,16,604.66985834,4.22807593,4.22807593,8.45615186,8.45615186,8.45615186,yes,CLEANED:0,BCC_SQS,La8La8
La8Mg8,OK,0,0,0,static_OUTCAR,-51.2827075000,-51.2816809500,bcc,2.0,16,492.51379945,3.94859695,3.94859695,7.89719389,7.89719389,7.89719389,yes,CLEANED:0,BCC_SQS,La8Mg8
La8Mn8,OK,0,0,0,static_OUTCAR,-105.6570351200,-105.6576416000,bcc,2.0,16,404.93573810,3.69912244,3.69912244,7.39824489,7.39824489,7.39824489,yes,CLEANED:0,BCC_SQS,La8Mn8
La8Mo8,OK,0,0,0,static_OUTCAR,-115.2564249900,-115.2567939100,bcc,2.0,16,347.71816178,3.51597514,3.51597514,7.03195029,7.03195029,7.03195029,no,CLEANED:0,BCC_SQS,La8Mo8
La8Nb8,OK,0,0,0,static_OUTCAR,-113.8401690200,-113.8382876000,bcc,2.0,16,447.68799999,3.82497401,3.82497401,7.64994803,7.64994803,7.64994803,yes,CLEANED:0,BCC_SQS,La8Nb8
La8Ni8,OK,0,0,0,static_OUTCAR,-84.8967300400,-84.8961681700,bcc,2.0,16,388.25600000,3.64761839,3.64761839,7.29523678,7.29523678,7.29523678,no,CLEANED:0,BCC_SQS,La8Ni8
La8Os8,OK,0,0,0,static_OUTCAR,-122.8464222400,-122.8468000500,bcc,2.0,16,333.43802758,3.46716929,3.46716929,6.93433858,6.93433858,6.93433858,yes,CLEANED:0,BCC_SQS,La8Os8
La8Pb8,OK,0,0,0,static_OUTCAR,-73.0879821400,-73.0875713000,bcc,2.0,16,518.42859660,4.01667156,4.01667156,8.03334311,8.03334311,8.03334311,yes,CLEANED:0,BCC_SQS,La8Pb8
La8Pd8,OK,0,0,0,static_OUTCAR,-88.8630090500,-88.8632561800,bcc,2.0,16,374.92179482,3.60537326,3.60537326,7.21074652,7.21074652,7.21074652,yes,CLEANED:0,BCC_SQS,La8Pd8
La8Pt8,OK,0,0,0,static_OUTCAR,-99.1639599700,-99.1632189100,bcc,2.0,16,366.86297855,3.57935384,3.57935384,7.15870769,7.15870769,7.15870769,yes,CLEANED:0,BCC_SQS,La8Pt8
La8Re8,OK,0,0,0,static_OUTCAR,-131.2356554000,-131.2347418400,bcc,2.0,16,334.86105332,3.47209461,3.47209461,6.94418922,6.94418922,6.94418922,no,CLEANED:0,BCC_SQS,La8Re8
La8Rh8,OK,0,0,0,static_OUTCAR,-102.7560768000,-102.7563974100,bcc,2.0,16,344.25896036,3.50427695,3.50427695,7.00855390,7.00855390,7.00855390,yes,CLEANED:0,BCC_SQS,La8Rh8
La8Ru8,OK,0,0,0,static_OUTCAR,-110.3546082600,-110.3546175800,bcc,2.0,16,333.21014712,3.46637926,3.46637926,6.93275851,6.93275851,6.93275851,no,CLEANED:0,BCC_SQS,La8Ru8
La8Sc8,OK,0,0,0,static_OUTCAR,-87.2882094600,-87.2871247100,bcc,2.0,16,492.01445564,3.94726204,3.94726204,7.89452409,7.89452409,7.89452409,yes,CLEANED:0,BCC_SQS,La8Sc8
La8Si8,OK,0,0,0,static_OUTCAR,-87.5889717600,-87.5887660800,bcc,2.0,16,390.32214359,3.65407733,3.65407733,7.30815467,7.30815467,7.30815467,yes,CLEANED:0,BCC_SQS,La8Si8
La8Sn8,OK,0,0,0,static_OUTCAR,-77.4013867300,-77.4044103700,bcc,2.0,16,485.02023351,3.92846863,3.92846863,7.85693726,7.85693726,7.85693726,yes,CLEANED:0,BCC_SQS,La8Sn8
La8Ta8,OK,0,0,0,static_OUTCAR,-125.5444448800,-125.5439731900,bcc,2.0,16,382.82948761,3.63054478,3.63054478,7.26108957,7.26108957,7.26108957,yes,CLEANED:0,BCC_SQS,La8Ta8
La8Tb8,OK,0,0,0,static_OUTCAR,-74.1483663700,-74.1473784400,bcc,2.0,16,560.96725493,4.12365675,4.12365675,8.24731351,8.24731351,8.24731351,yes,CLEANED:0,BCC_SQS,La8Tb8
La8Ti8,OK,0,0,0,static_OUTCAR,-103.3202567800,-103.3189220400,bcc,2.0,16,409.18199981,3.71200750,3.71200750,7.42401499,7.42401499,7.42401499,yes,CLEANED:0,BCC_SQS,La8Ti8
La8V8,OK,0,0,0,static_OUTCAR,-104.2520713400,-104.2525299700,bcc,2.0,16,406.92799999,3.70517901,3.70517901,7.41035803,7.41035803,7.41035803,no,CLEANED:0,BCC_SQS,La8V8
La8Y8,OK,0,0,0,static_OUTCAR,-89.1067272700,-89.1048548000,bcc,2.0,16,564.65702477,4.13267814,4.13267814,8.26535628,8.26535628,8.26535628,yes,CLEANED:0,BCC_SQS,La8Y8
La8Zn8,OK,0,0,0,static_OUTCAR,-51.0628501000,-51.0629732100,bcc,2.0,16,418.97220320,3.74137932,3.74137932,7.48275864,7.48275864,7.48275864,yes,CLEANED:0,BCC_SQS,La8Zn8
La8Zr8,OK,0,0,0,static_OUTCAR,-103.8616450700,-103.8611186400,bcc,2.0,16,449.91055109,3.83129327,3.83129327,7.66258655,7.66258655,7.66258655,yes,CLEANED:0,BCC_SQS,La8Zr8
Mg12Mn4,OK,0,0,0,static_OUTCAR,-51.0502668200,-51.0505694400,bcc,2.0,16,317.11572228,3.40964577,3.40964577,6.81929154,6.81929154,6.81929154,yes,CLEANED:0,BCC_SQS,Mg12Mn4
Mg12Mo4,OK,0,0,0,static_OUTCAR,-58.2975309200,-58.2975591700,bcc,2.0,16,298.11050077,3.34012276,3.34012276,6.68024552,6.68024552,6.68024552,yes,CLEANED:0,BCC_SQS,Mg12Mo4
Mg12Nb4,OK,0,0,0,static_OUTCAR,-55.4953844300,-55.4954324800,bcc,2.0,16,322.61632309,3.42924713,3.42924713,6.85849425,6.85849425,6.85849425,yes,CLEANED:0,BCC_SQS,Mg12Nb4
Mg12Ni4,OK,0,0,0,static_OUTCAR,-39.8053200700,-39.8044678500,bcc,2.0,16,318.67200000,3.41521440,3.41521440,6.83042880,6.83042880,6.83042880,yes,CLEANED:0,BCC_SQS,Mg12Ni4
Mg12Os4,OK,0,0,0,static_OUTCAR,-60.2971608700,-60.2959445500,bcc,2.0,16,276.31815625,3.25666544,3.25666544,6.51333088,6.51333088,6.51333088,yes,CLEANED:0,BCC_SQS,Mg12Os4
Mg12Pb4,OK,0,0,0,static_OUTCAR,-32.1290490000,-32.1270798300,bcc,2.0,16,403.86032328,3.69584487,3.69584487,7.39168974,7.39168974,7.39168974,yes,CLEANED:0,BCC_SQS,Mg12Pb4
Mg12Pd4,OK,0,0,0,static_OUTCAR,-43.9642183200,-43.9652430500,bcc,2.0,16,298.60606819,3.34197257,3.34197257,6.68394514,6.68394514,6.68394514,yes,CLEANED:0,BCC_SQS,Mg12Pd4
Mg12Pt4,OK,0,0,0,static_OUTCAR,-48.6848289700,-48.6848389600,bcc,2.0,16,290.16852453,3.31019393,3.31019393,6.62038786,6.62038786,6.62038786,yes,CLEANED:0,BCC_SQS,Mg12Pt4
Mg12Re4,OK,0,0,0,static_OUTCAR,-64.3202114600,-64.3223676600,bcc,2.0,16,281.92586073,3.27854873,3.27854873,6.55709745,6.55709745,6.55709745,yes,CLEANED:0,BCC_SQS,Mg12Re4
Mg12Rh4,OK,0,0,0,static_OUTCAR,-50.1328148300,-50.1323240700,bcc,2.0,16,284.56248718,3.28873758,3.28873758,6.57747515,6.57747515,6.57747515,yes,CLEANED:0,BCC_SQS,Mg12Rh4
Mg12Ru4,OK,0,0,0,static_OUTCAR,-53.7744975000,-53.7733463100,bcc,2.0,16,280.82472243,3.27427474,3.27427474,6.54854947,6.54854947,6.54854947,yes,CLEANED:0,BCC_SQS,Mg12Ru4
Mg12Sc4,OK,0,0,0,static_OUTCAR,-42.8305476800,-42.8284515100,bcc,2.0,16,370.91542128,3.59248503,3.59248503,7.18497007,7.18497007,7.18497007,yes,CLEANED:0,BCC_SQS,Mg12Sc4
Mg12Si4,OK,0,0,0,static_OUTCAR,-37.9733893700,-37.9746922900,bcc,2.0,16,323.77608155,3.43335143,3.43335143,6.86670285,6.86670285,6.86670285,yes,CLEANED:0,BCC_SQS,Mg12Si4
Mg12Sn4,OK,0,0,0,static_OUTCAR,-33.7714050400,-33.7720233800,bcc,2.0,16,382.44950467,3.62934320,3.62934320,7.25868641,7.25868641,7.25868641,yes,CLEANED:0,BCC_SQS,Mg12Sn4
Mg12Ta4,OK,0,0,0,static_OUTCAR,-61.2152208600,-61.2153921100,bcc,2.0,16,319.47770363,3.41809023,3.41809023,6.83618045,6.83618045,6.83618045,yes,CLEANED:0,BCC_SQS,Mg12Ta4
Mg12Tb4,OK,0,0,0,static_OUTCAR,-36.2846188900,-36.2861141400,bcc,2.0,16,409.72899555,3.71366083,3.71366083,7.42732167,7.42732167,7.42732167,yes,CLEANED:0,BCC_SQS,Mg12Tb4
Mg12Ti4,OK,0,0,0,static_OUTCAR,-46.8880180000,-46.8852966200,bcc,2.0,16,330.09126863,3.45553012,3.45553012,6.91106025,6.91106025,6.91106025,yes,CLEANED:0,BCC_SQS,Mg12Ti4
Mg12V4,OK,0,0,0,static_OUTCAR,-50.0735243700,-50.0744975700,bcc,2.0,16,321.49558355,3.42527156,3.42527156,6.85054311,6.85054311,6.85054311,yes,CLEANED:0,BCC_SQS,Mg12V4
Mg12W4,OK,0,0,0,static_OUTCAR,-64.8190805800,-64.8189365000,bcc,2.0,16,295.53954110,3.33049308,3.33049308,6.66098616,6.66098616,6.66098616,yes,CLEANED:0,BCC_SQS,Mg12W4
